"stock_id","time_stamp","open","high","low","last","volume"
"0","2019-05-24 13:08:00+00","595.6","595.6","595.597","595.597",0
"0","2019-05-24 13:09:00+00","595.53","595.6","595.53","595.6",0
"0","2019-05-24 13:11:00+00","595.62","595.62","595.616","595.616",0
"0","2019-05-24 13:12:00+00","595.59","595.59","595.587","595.587",0
"0","2019-05-24 13:13:00+00","595.55","595.55","595.548","595.548",0
"0","2019-05-24 13:14:00+00","595.35","595.354","595.35","595.354",0
"0","2019-05-24 13:15:00+00","595.31","595.315","595.31","595.315",0
"0","2019-05-24 13:16:00+00","595.247","595.25","595.247","595.25",0
"0","2019-05-24 13:17:00+00","595.296","595.3","595.296","595.3",0
"0","2019-05-24 13:18:00+00","595.23","595.233","595.23","595.233",0
"0","2019-05-24 13:19:00+00","595.24","595.243","595.24","595.243",0
"0","2019-05-24 13:20:00+00","595.21","595.211","595.21","595.211",0
"0","2019-05-24 13:21:00+00","595.3","595.301","595.3","595.301",0
"0","2019-05-24 13:22:00+00","595.14","595.14","595.139","595.139",0
"0","2019-05-24 13:23:00+00","595.1","595.1","595.096","595.096",0
"0","2019-05-24 13:24:00+00","595.1","595.1","595.1","595.1",0
"0","2019-05-24 13:25:00+00","595.128","595.13","595.128","595.13",0
"0","2019-05-24 13:26:00+00","595.27","595.271","595.27","595.271",0
"0","2019-05-24 13:27:00+00","595.28","595.285","595.28","595.285",0
"0","2019-05-24 13:28:00+00","595.41","595.41","595.406","595.406",0
"0","2019-05-24 13:29:00+00","595.456","595.6","595.456","595.596",0
"0","2019-05-24 13:31:00+00","595.72","595.72","595.715","595.715",0
"0","2019-05-24 13:32:00+00","595.73","595.732","595.73","595.732",0
"0","2019-05-24 13:33:00+00","595.89","595.89","595.89","595.89",0
"0","2019-05-24 13:34:00+00","595.97","595.971","595.97","595.971",0
"0","2019-05-24 13:35:00+00","596.07","596.072","596.07","596.072",0
"0","2019-05-24 13:36:00+00","596.13","596.13","596.127","596.127",0
"0","2019-05-24 13:37:00+00","596.02","596.02","596.016","596.016",0
"0","2019-05-24 13:38:00+00","596.08","596.084","596.08","596.084",0
"0","2019-05-24 13:39:00+00","596.048","596.048","595.988","595.988",0
